Wind,,,,,,,,,,,,,,
Name,China: Blast Furnace Starting Rate (247),China: Blast Furnace Refining Production Capacity Utilization (247),China: Tangshan: Operating Rate of Blast Furnaces,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate: Electric Furnace,China: Capacity Utilization: Electric Stove,China: Estimated Daily Average Output: Steel Products,China: Estimated Daily Average Output: Pig Iron,China: Estimated Daily Average Output: Crude Steel,China: Daily Average Output: Crude Steel,China: Estimated Daily Average Output: Coke,China: Operating Rate: Wire Rod: Major Steel Mills,China: Operating Rate: Deformed Steel Bar: Major Steel Mills,China: Operating Rate of Blast Furnaces (163 Steel Mills)
Frequency,Week,Week,Week,Week,Week,Week,Every Day,Every Day,Every Day,Week,Every Day,Week,Week,Week
Unit,%,%,%,%,%,%,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,10000 tons/day,%,%,%
ID,C1925068,O2244511,S5711217,S5713303,S5715650,S5715660,S5715686,S5715685,S5708247,S5704502,S5715687,S5713327,S5713303,S5708175
Time Period,2018-03-02:2024-12-20,2018-03-02:2024-12-20,2013-12-20:2024-12-20,2015-02-27:2024-12-20,2017-12-08:2024-12-20,2017-12-08:2024-12-20,2014-06-10:2024-12-10,2014-06-10:2024-12-10,2009-01-10:2024-12-10,2009-01-10:2024-12-10,2014-06-10:2021-03-10,2015-02-27:2024-12-20,2015-02-27:2024-12-20,2012-08-03:2021-12-24
Source,Wind,Wind,China United Steel Network,Wind,China United Steel Network,China United Steel Network,Steelhome,Steelhome,Steelhome,Steelhome,Steelhome,Wind,Wind,Wind
Update,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-20,2024-12-14,2024-12-14,2024-12-14,2024-12-14,2021-03-15,2024-12-20,2024-12-20,2023-09-20
2017-12-13,0.00 ,0.00 ,0.00 ,70.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.97 ,70.22 ,0.00 
2017-12-15,0.00 ,0.00 ,58.06 ,0.00 ,72.41 ,66.39 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.90 
2017-12-20,0.00 ,0.00 ,0.00 ,69.47 ,0.00 ,0.00 ,279.28 ,179.44 ,217.67 ,217.67 ,112.88 ,70.37 ,69.47 ,0.00 
2017-12-22,0.00 ,0.00 ,61.19 ,0.00 ,72.41 ,67.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.13 
2017-12-27,0.00 ,0.00 ,0.00 ,69.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.29 ,69.47 ,0.00 
2017-12-29,0.00 ,0.00 ,62.18 ,0.00 ,70.51 ,66.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.55 
2017-12-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.32 ,184.26 ,222.66 ,222.66 ,116.02 ,0.00 ,0.00 ,0.00 
2018-01-03,0.00 ,0.00 ,0.00 ,72.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.70 ,72.65 ,0.00 
2018-01-05,0.00 ,0.00 ,62.48 ,0.00 ,69.87 ,65.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.13 
2018-01-10,0.00 ,0.00 ,0.00 ,73.45 ,0.00 ,0.00 ,283.48 ,185.82 ,224.19 ,224.19 ,112.94 ,72.71 ,73.45 ,0.00 
2018-01-12,0.00 ,0.00 ,59.83 ,0.00 ,71.15 ,66.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.10 
2018-01-17,0.00 ,0.00 ,0.00 ,73.09 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.71 ,73.09 ,0.00 
2018-01-19,0.00 ,0.00 ,60.31 ,0.00 ,69.23 ,66.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.11 
2018-01-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.54 ,185.24 ,223.22 ,223.22 ,111.99 ,0.00 ,0.00 ,0.00 
2018-01-24,0.00 ,0.00 ,0.00 ,72.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.65 ,72.47 ,0.00 
2018-01-26,0.00 ,0.00 ,60.60 ,0.00 ,69.23 ,66.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.08 
2018-01-31,0.00 ,0.00 ,0.00 ,72.08 ,0.00 ,0.00 ,284.32 ,184.25 ,221.23 ,221.23 ,114.63 ,69.65 ,72.08 ,0.00 
2018-02-02,0.00 ,0.00 ,60.60 ,0.00 ,63.46 ,62.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.69 
2018-02-07,0.00 ,0.00 ,0.00 ,66.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.40 ,66.70 ,0.00 
2018-02-09,0.00 ,0.00 ,60.60 ,0.00 ,48.08 ,50.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.69 
2018-02-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,278.70 ,184.59 ,223.45 ,223.45 ,113.39 ,0.00 ,0.00 ,0.00 
2018-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,279.20 ,186.82 ,224.76 ,224.76 ,114.11 ,0.00 ,0.00 ,0.00 
2018-02-23,0.00 ,0.00 ,60.60 ,60.60 ,51.92 ,52.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.40 ,60.60 ,63.79 
2018-02-28,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.91 ,191.61 ,229.85 ,229.85 ,116.03 ,0.00 ,0.00 ,0.00 
2018-03-02,75.47 ,74.56 ,62.47 ,64.06 ,57.69 ,57.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.02 ,64.06 ,63.24 
2018-03-09,75.13 ,74.97 ,61.56 ,70.30 ,65.38 ,64.61 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.30 ,70.30 ,62.56 
2018-03-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,268.58 ,178.75 ,218.12 ,218.12 ,113.40 ,0.00 ,0.00 ,0.00 
2018-03-16,75.27 ,74.51 ,63.21 ,70.30 ,66.03 ,66.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.09 ,70.30 ,62.00 
2018-03-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,268.07 ,182.27 ,231.41 ,231.41 ,116.71 ,0.00 ,0.00 ,0.00 
2018-03-23,76.33 ,74.88 ,70.13 ,70.50 ,66.67 ,66.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.76 ,70.50 ,63.14 
2018-03-30,77.95 ,75.77 ,77.31 ,71.55 ,66.03 ,66.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.80 ,71.55 ,64.48 
2018-03-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,268.09 ,182.02 ,231.30 ,231.30 ,117.05 ,0.00 ,0.00 ,0.00 
2018-04-06,0.00 ,0.00 ,0.00 ,71.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.80 ,71.55 ,0.00 
2018-04-08,0.00 ,0.00 ,0.00 ,0.00 ,67.95 ,66.44 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2018-04-09,78.53 ,76.80 ,79.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.08 
2018-04-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,278.15 ,193.15 ,241.13 ,241.13 ,119.58 ,0.00 ,0.00 ,0.00 
2018-04-13,79.69 ,77.94 ,79.80 ,71.82 ,67.95 ,65.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.54 ,71.82 ,67.01 
2018-04-20,78.84 ,78.27 ,80.53 ,70.44 ,66.03 ,62.73 ,281.57 ,193.97 ,243.68 ,243.68 ,119.73 ,69.23 ,70.44 ,67.25 
2018-04-27,78.49 ,77.38 ,81.60 ,69.14 ,67.95 ,65.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.83 ,69.14 ,67.70 
2018-04-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.54 ,195.20 ,243.70 ,243.70 ,120.57 ,0.00 ,0.00 ,0.00 
2018-05-04,79.35 ,77.81 ,82.70 ,70.57 ,69.23 ,66.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.69 ,70.57 ,68.90 
2018-05-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,276.60 ,196.58 ,246.88 ,246.88 ,120.85 ,0.00 ,0.00 ,0.00 
2018-05-11,80.51 ,79.14 ,83.00 ,71.55 ,69.23 ,66.40 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,69.71 ,71.55 ,70.00 
2018-05-18,81.55 ,80.42 ,83.76 ,73.18 ,69.87 ,66.99 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.69 ,73.18 ,70.19 
2018-05-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,283.63 ,201.35 ,253.42 ,253.42 ,120.47 ,0.00 ,0.00 ,0.00 
2018-05-25,83.41 ,81.51 ,84.90 ,73.82 ,69.87 ,66.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.22 ,73.82 ,71.98 
2018-05-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,287.31 ,198.44 ,248.58 ,248.58 ,120.75 ,0.00 ,0.00 ,0.00 
2018-06-01,83.63 ,81.64 ,84.90 ,73.07 ,65.38 ,63.06 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.57 ,73.07 ,72.02 
2018-06-08,83.26 ,81.61 ,82.63 ,73.84 ,67.95 ,64.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.34 ,73.84 ,71.39 
2018-06-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,285.75 ,201.03 ,251.87 ,251.87 ,119.28 ,0.00 ,0.00 ,0.00 
2018-06-15,83.26 ,81.31 ,83.82 ,72.02 ,67.31 ,64.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.41 ,72.02 ,71.39 
2018-06-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,288.09 ,203.08 ,252.87 ,252.87 ,119.69 ,0.00 ,0.00 ,0.00 
2018-06-22,83.15 ,81.29 ,83.53 ,72.52 ,67.31 ,64.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.39 ,72.52 ,71.53 
2018-06-29,82.56 ,81.09 ,80.30 ,73.45 ,67.95 ,65.03 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.83 ,73.45 ,71.25 
2018-06-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,291.58 ,199.09 ,249.19 ,249.19 ,117.24 ,0.00 ,0.00 ,0.00 
2018-07-06,83.30 ,81.45 ,84.39 ,72.77 ,71.15 ,66.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.69 ,72.77 ,71.53 
2018-07-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,298.60 ,202.21 ,250.94 ,250.94 ,118.90 ,0.00 ,0.00 ,0.00 
2018-07-13,82.91 ,81.52 ,84.00 ,73.43 ,71.79 ,67.51 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.97 ,73.43 ,70.84 
2018-07-20,83.17 ,81.67 ,71.09 ,74.48 ,71.79 ,67.76 ,299.09 ,200.01 ,249.01 ,249.01 ,120.19 ,74.59 ,74.48 ,70.97 
2018-07-27,80.00 ,79.98 ,69.15 ,75.81 ,71.79 ,69.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.93 ,75.81 ,67.42 
2018-07-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,293.86 ,195.07 ,243.64 ,243.64 ,116.72 ,0.00 ,0.00 ,0.00 
2018-08-03,79.42 ,79.67 ,66.69 ,76.09 ,71.79 ,68.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.34 ,76.09 ,67.00 
2018-08-10,78.73 ,79.10 ,66.28 ,76.09 ,73.08 ,69.40 ,289.51 ,199.47 ,246.87 ,246.87 ,121.00 ,72.75 ,76.09 ,66.15 
2018-08-17,78.73 ,79.16 ,64.98 ,76.09 ,73.72 ,70.11 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.75 ,76.09 ,66.18 
2018-08-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,292.67 ,196.15 ,242.57 ,242.57 ,119.82 ,0.00 ,0.00 ,0.00 
2018-08-24,78.87 ,79.24 ,64.98 ,76.41 ,74.36 ,70.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.40 ,76.41 ,66.46 
2018-08-31,79.10 ,79.25 ,64.56 ,76.05 ,74.36 ,71.25 ,296.34 ,196.51 ,243.30 ,243.30 ,120.45 ,73.40 ,76.05 ,66.73 
2018-09-07,79.46 ,79.63 ,72.81 ,74.35 ,74.36 ,70.59 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.40 ,74.35 ,67.56 
2018-09-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,301.85 ,202.94 ,250.91 ,250.91 ,124.78 ,0.00 ,0.00 ,0.00 
2018-09-14,80.62 ,79.84 ,67.69 ,73.39 ,74.36 ,70.98 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.40 ,73.39 ,68.25 
2018-09-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.24 ,204.40 ,251.88 ,251.88 ,124.48 ,0.00 ,0.00 ,0.00 
2018-09-21,80.48 ,80.45 ,68.94 ,72.77 ,75.00 ,71.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.99 ,72.77 ,67.94 
2018-09-28,80.86 ,81.47 ,71.14 ,75.10 ,75.64 ,71.76 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.80 ,75.10 ,68.29 
2018-09-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,310.65 ,204.35 ,251.93 ,251.93 ,124.93 ,0.00 ,0.00 ,0.00 
2018-10-05,80.00 ,81.62 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.07 
2018-10-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.22 ,203.91 ,252.14 ,252.14 ,125.03 ,0.00 ,0.00 ,0.00 
2018-10-12,80.86 ,81.95 ,72.37 ,74.73 ,75.64 ,71.13 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.76 ,74.73 ,68.63 
2018-10-19,80.35 ,82.05 ,72.57 ,75.42 ,73.08 ,69.54 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.13 ,75.42 ,68.39 
2018-10-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,304.50 ,202.67 ,248.42 ,248.42 ,122.02 ,0.00 ,0.00 ,0.00 
2018-10-26,80.13 ,81.64 ,72.57 ,76.12 ,73.08 ,69.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.76 ,76.12 ,68.25 
2018-10-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.04 ,196.28 ,243.51 ,243.51 ,118.96 ,0.00 ,0.00 ,0.00 
2018-11-02,79.42 ,81.71 ,73.52 ,75.39 ,73.72 ,70.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.54 ,75.39 ,67.56 
2018-11-09,79.07 ,80.73 ,73.52 ,74.08 ,71.79 ,69.63 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.54 ,74.08 ,67.70 
2018-11-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,297.20 ,198.50 ,244.52 ,244.52 ,120.43 ,0.00 ,0.00 ,0.00 
2018-11-16,78.37 ,80.49 ,73.56 ,75.10 ,73.72 ,70.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.94 ,75.10 ,67.80 
2018-11-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,312.20 ,217.10 ,270.92 ,270.92 ,120.93 ,0.00 ,0.00 ,0.00 
2018-11-23,77.56 ,79.21 ,72.55 ,75.10 ,73.08 ,69.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.35 ,75.10 ,67.56 
2018-11-30,76.87 ,79.31 ,72.73 ,73.75 ,0.00 ,69.87 ,307.59 ,193.87 ,235.00 ,235.00 ,119.72 ,72.17 ,73.75 ,66.69 
2018-12-07,76.29 ,78.79 ,72.08 ,74.77 ,69.87 ,67.89 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.39 ,74.77 ,65.90 
2018-12-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,291.12 ,198.26 ,240.07 ,240.07 ,117.81 ,0.00 ,0.00 ,0.00 
2018-12-14,76.18 ,78.11 ,69.42 ,71.13 ,67.95 ,66.08 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.80 ,71.13 ,65.77 
2018-12-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,297.94 ,198.11 ,237.63 ,237.63 ,118.52 ,0.00 ,0.00 ,0.00 
2018-12-21,75.24 ,77.77 ,69.32 ,72.18 ,67.95 ,65.29 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.39 ,72.18 ,65.08 
2018-12-28,75.50 ,76.78 ,65.27 ,71.45 ,65.38 ,63.37 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.03 ,71.45 ,64.91 
2018-12-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,295.51 ,188.58 ,230.94 ,230.94 ,119.09 ,0.00 ,0.00 ,0.00 
2019-01-04,74.78 ,76.01 ,68.40 ,70.80 ,66.03 ,65.53 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.62 ,70.80 ,64.25 
2019-01-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,289.06 ,196.88 ,237.98 ,237.98 ,120.64 ,0.00 ,0.00 ,0.00 
2019-01-11,75.04 ,76.44 ,68.96 ,72.20 ,65.38 ,64.74 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.21 ,72.20 ,64.34 
2019-01-18,75.88 ,76.45 ,71.05 ,69.49 ,59.62 ,58.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.99 ,69.49 ,64.94 
2019-01-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,290.86 ,194.88 ,234.98 ,234.98 ,120.94 ,0.00 ,0.00 ,0.00 
2019-01-25,77.14 ,77.26 ,72.13 ,63.26 ,44.23 ,46.67 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.03 ,63.26 ,65.48 
2019-01-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,291.87 ,194.41 ,236.01 ,236.01 ,121.13 ,0.00 ,0.00 ,0.00 
2019-02-01,77.60 ,77.81 ,72.13 ,59.00 ,30.13 ,34.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.44 ,59.00 ,65.76 
2019-02-08,0.00 ,0.00 ,0.00 ,56.70 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.66 ,56.70 ,0.00 
2019-02-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,293.06 ,203.85 ,247.41 ,247.41 ,123.24 ,0.00 ,0.00 ,0.00 
2019-02-11,77.22 ,78.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.77 
2019-02-15,77.22 ,0.00 ,74.74 ,57.71 ,31.41 ,36.15 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,63.89 ,57.71 ,65.59 
2019-02-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,301.09 ,206.31 ,250.07 ,250.07 ,124.34 ,0.00 ,0.00 ,0.00 
2019-02-22,77.60 ,79.08 ,75.57 ,61.66 ,44.23 ,42.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,64.52 ,61.66 ,65.73 
2019-02-28,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,308.59 ,205.77 ,250.53 ,250.53 ,124.31 ,0.00 ,0.00 ,0.00 
2019-03-01,77.22 ,78.87 ,74.72 ,68.22 ,57.05 ,50.82 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.11 ,68.22 ,65.77 
2019-03-08,73.94 ,76.86 ,73.15 ,67.52 ,63.46 ,57.17 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,61.36 ,67.52 ,63.00 
2019-03-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,290.87 ,198.92 ,241.92 ,241.92 ,120.45 ,0.00 ,0.00 ,0.00 
2019-03-15,73.86 ,76.56 ,67.16 ,68.54 ,66.67 ,61.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,65.70 ,68.54 ,62.28 
2019-03-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,300.87 ,197.92 ,243.43 ,243.43 ,120.25 ,0.00 ,0.00 ,0.00 
2019-03-22,75.05 ,77.52 ,70.08 ,70.18 ,68.59 ,63.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.29 ,70.18 ,63.38 
2019-03-29,75.75 ,78.33 ,71.44 ,71.17 ,70.51 ,63.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,66.29 ,71.17 ,64.62 
2019-03-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,304.97 ,192.08 ,237.94 ,237.94 ,117.42 ,0.00 ,0.00 ,0.00 
2019-04-04,79.93 ,79.47 ,77.22 ,0.00 ,72.44 ,65.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.70 
2019-04-05,0.00 ,0.00 ,0.00 ,72.48 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,67.48 ,72.48 ,0.00 
2019-04-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,306.62 ,204.71 ,256.36 ,256.36 ,120.60 ,0.00 ,0.00 ,0.00 
2019-04-12,81.44 ,81.76 ,75.93 ,74.45 ,73.08 ,67.07 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,68.07 ,74.45 ,69.50 
2019-04-19,82.48 ,83.07 ,78.18 ,75.46 ,72.44 ,67.45 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,71.62 ,75.46 ,70.05 
2019-04-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,312.62 ,207.91 ,261.06 ,261.06 ,119.90 ,0.00 ,0.00 ,0.00 
2019-04-26,83.18 ,83.56 ,78.88 ,75.71 ,73.72 ,68.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,72.22 ,75.71 ,70.60 
2019-05-03,0.00 ,0.00 ,0.00 ,76.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.39 ,76.77 ,0.00 
2019-05-05,83.40 ,83.98 ,74.64 ,0.00 ,74.36 ,69.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,70.60 
2019-05-10,81.80 ,83.41 ,71.40 ,77.40 ,74.36 ,69.64 ,331.37 ,236.62 ,285.45 ,285.45 ,127.73 ,72.76 ,77.40 ,68.79 
2019-05-17,82.25 ,83.70 ,66.91 ,78.38 ,73.08 ,69.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.39 ,78.38 ,69.04 
2019-05-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,328.79 ,236.04 ,282.86 ,282.86 ,127.39 ,0.00 ,0.00 ,0.00 
2019-05-24,84.34 ,84.19 ,65.97 ,78.01 ,73.72 ,70.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.58 ,78.01 ,70.93 
2019-05-31,84.69 ,84.38 ,68.80 ,77.36 ,73.72 ,70.06 ,338.43 ,228.84 ,277.85 ,277.85 ,125.56 ,76.35 ,77.36 ,71.71 
2019-06-06,84.91 ,85.07 ,69.16 ,79.04 ,73.72 ,69.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.72 ,79.04 ,71.43 
2019-06-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,329.04 ,234.85 ,283.98 ,283.98 ,127.27 ,0.00 ,0.00 ,0.00 
2019-06-14,84.66 ,85.03 ,69.25 ,79.04 ,72.44 ,68.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,73.94 ,79.04 ,71.15 
2019-06-21,84.43 ,84.52 ,69.25 ,79.04 ,73.08 ,68.05 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.21 ,79.04 ,71.15 
2019-06-28,81.63 ,83.79 ,51.11 ,78.67 ,72.44 ,67.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.76 ,78.67 ,67.98 
2019-06-30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,341.07 ,229.58 ,280.73 ,280.73 ,127.69 ,0.00 ,0.00 ,0.00 
2019-07-05,80.12 ,81.11 ,50.36 ,79.04 ,72.44 ,67.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.76 ,79.04 ,66.29 
2019-07-10,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,343.61 ,229.91 ,284.16 ,284.16 ,132.17 ,0.00 ,0.00 ,0.00 
2019-07-12,79.90 ,80.84 ,50.79 ,77.36 ,71.79 ,67.87 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,75.76 ,77.36 ,66.00 
2019-07-19,80.39 ,80.41 ,53.23 ,79.69 ,73.08 ,68.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,76.35 ,79.69 ,66.72 
2019-07-20,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,344.13 ,230.85 ,284.38 ,284.38 ,132.19 ,0.00 ,0.00 ,0.00 
2019-07-26,80.13 ,80.75 ,54.33 ,79.69 ,72.44 ,67.91 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,74.54 ,79.69 ,66.72 
2019-07-31,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,338.22 ,222.32 ,276.31 ,276.31 ,130.13 ,0.00 ,0.00 ,0.00 
